,Id,Nucleoplasm,Nuclear membrane,Nucleoli,Nucleoli fibrillar center,Nuclear speckles,Nuclear bodies,Endoplasmic reticulum,Golgi apparatus,Peroxisomes,Endosomes,Lysosomes,Intermediate filaments,Actin filaments,Focal adhesion sites,Microtubules,Microtubule ends,Cytokinetic bridge,Mitotic spindle,Microtubule organizing center,Centrosome,Lipid droplets,Plasma membrane,Cell junctions,Mitochondria,Aggresome,Cytosol,Cytoplasmic bodies,Rods & rings
23979,c5afbc04-bbab-11e8-b2ba-ac1f6b6435d0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7901,41b125cc-bbb6-11e8-b2ba-ac1f6b6435d0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9436,4e8f803a-bbb2-11e8-b2ba-ac1f6b6435d0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8205,4441a49a-bbae-11e8-b2ba-ac1f6b6435d0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
30409,fa8beaf2-bbc8-11e8-b2bc-ac1f6b6435d0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6267,343a30c2-bbb7-11e8-b2ba-ac1f6b6435d0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1154,09a353d0-bbac-11e8-b2ba-ac1f6b6435d0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
26722,dc1b83ae-bb99-11e8-b2b9-ac1f6b6435d0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8179,44086768-bbc5-11e8-b2bc-ac1f6b6435d0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20053,a5ce19ca-bbb6-11e8-b2ba-ac1f6b6435d0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1862,0fd0b8b0-bbac-11e8-b2ba-ac1f6b6435d0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
18468,98b277fc-bba4-11e8-b2b9-ac1f6b6435d0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
3109,19f046ec-bbb3-11e8-b2ba-ac1f6b6435d0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25423,d1761d1c-bbbf-11e8-b2bb-ac1f6b6435d0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13658,7133454c-bba1-11e8-b2b9-ac1f6b6435d0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18767,9b12875e-bbb7-11e8-b2ba-ac1f6b6435d0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
24035,c6201870-bbbd-11e8-b2ba-ac1f6b6435d0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1194,09e83904-bbc1-11e8-b2bb-ac1f6b6435d0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11063,5c0307d6-bbc2-11e8-b2bb-ac1f6b6435d0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25097,ceca94e8-bbca-11e8-b2bc-ac1f6b6435d0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2529,1507c5fa-bbc3-11e8-b2bc-ac1f6b6435d0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
16197,861c6e5e-bba9-11e8-b2ba-ac1f6b6435d0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14994,7c366792-bbb7-11e8-b2ba-ac1f6b6435d0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14418,777ae856-bbc4-11e8-b2bc-ac1f6b6435d0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
12753,69db5d90-bbc2-11e8-b2bb-ac1f6b6435d0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18001,94e322b0-bbc8-11e8-b2bc-ac1f6b6435d0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
29405,f2430da2-bbc4-11e8-b2bc-ac1f6b6435d0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21662,b2ccee50-bba0-11e8-b2b9-ac1f6b6435d0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17978,94b78aae-bbc5-11e8-b2bc-ac1f6b6435d0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8898,4a2c88e4-bba8-11e8-b2ba-ac1f6b6435d0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
28420,ea16adca-bba9-11e8-b2ba-ac1f6b6435d0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8679,48452ac2-bbc1-11e8-b2bb-ac1f6b6435d0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14978,7c1bdb62-bbac-11e8-b2ba-ac1f6b6435d0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
27545,e2e5b910-bb9a-11e8-b2b9-ac1f6b6435d0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2026,111a67b4-bb9a-11e8-b2b9-ac1f6b6435d0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19440,a0aa2470-bbca-11e8-b2bc-ac1f6b6435d0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
15419,7fcb23e6-bba5-11e8-b2ba-ac1f6b6435d0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22344,b84bf5c4-bbaa-11e8-b2ba-ac1f6b6435d0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
27866,e58f656a-bbba-11e8-b2ba-ac1f6b6435d0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6796,3858aae2-bbc8-11e8-b2bc-ac1f6b6435d0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4788,27d63684-bbc9-11e8-b2bc-ac1f6b6435d0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28048,e6fa6680-bbb9-11e8-b2ba-ac1f6b6435d0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
10112,544e5488-bba8-11e8-b2ba-ac1f6b6435d0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11859,627394f2-bba2-11e8-b2b9-ac1f6b6435d0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
31071,fffe0ffe-bbc0-11e8-b2bb-ac1f6b6435d0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23330,c04549d0-bbbc-11e8-b2ba-ac1f6b6435d0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28901,ee0f6f76-bbbc-11e8-b2ba-ac1f6b6435d0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21439,b0f029d2-bbbc-11e8-b2ba-ac1f6b6435d0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
19872,a43f6174-bba5-11e8-b2ba-ac1f6b6435d0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
16091,854b2840-bbb2-11e8-b2ba-ac1f6b6435d0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19912,a48d9228-bba4-11e8-b2ba-ac1f6b6435d0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
4928,29126c4a-bbc2-11e8-b2bb-ac1f6b6435d0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
711,0655de40-bbb7-11e8-b2ba-ac1f6b6435d0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8541,4700ae5e-bbab-11e8-b2ba-ac1f6b6435d0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
30667,fce562f4-bb9d-11e8-b2b9-ac1f6b6435d0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14142,754f30b6-bb9f-11e8-b2b9-ac1f6b6435d0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20086,a60978d2-bbaf-11e8-b2ba-ac1f6b6435d0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
13663,713dd614-bbc5-11e8-b2bc-ac1f6b6435d0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
15614,817ed4d8-bba7-11e8-b2ba-ac1f6b6435d0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2013,11016ef8-bbb8-11e8-b2ba-ac1f6b6435d0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
19770,a36fd3e4-bbb1-11e8-b2ba-ac1f6b6435d0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
17779,9317c9e4-bba1-11e8-b2b9-ac1f6b6435d0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27793,e4fd2690-bbbb-11e8-b2ba-ac1f6b6435d0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11830,62332780-bb9f-11e8-b2b9-ac1f6b6435d0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
30682,fcf67208-bbb4-11e8-b2ba-ac1f6b6435d0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
8603,4795cdd0-bbc0-11e8-b2bb-ac1f6b6435d0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18105,95dab09c-bbc4-11e8-b2bc-ac1f6b6435d0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
10862,5a60c72a-bbb7-11e8-b2ba-ac1f6b6435d0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
10232,552680ae-bba0-11e8-b2b9-ac1f6b6435d0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16093,854c13d0-bbb8-11e8-b2ba-ac1f6b6435d0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23606,c2a3d3da-bba4-11e8-b2ba-ac1f6b6435d0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22818,bc3764b6-bbb9-11e8-b2ba-ac1f6b6435d0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23702,c3607a32-bbb1-11e8-b2ba-ac1f6b6435d0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30549,fbef47b6-bbac-11e8-b2ba-ac1f6b6435d0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14113,750cf1ea-bbba-11e8-b2ba-ac1f6b6435d0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
2556,153c8efa-bba7-11e8-b2ba-ac1f6b6435d0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
16417,87ea2b64-bbc6-11e8-b2bc-ac1f6b6435d0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
28409,ea02c2ec-bbae-11e8-b2ba-ac1f6b6435d0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
2164,12206ccc-bbc1-11e8-b2bb-ac1f6b6435d0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6968,39c61ede-bbbc-11e8-b2ba-ac1f6b6435d0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2533,15097292-bbb9-11e8-b2ba-ac1f6b6435d0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
14494,78049894-bbbf-11e8-b2bb-ac1f6b6435d0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
13702,71954f90-bbb4-11e8-b2ba-ac1f6b6435d0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24998,ce0d5c2e-bbbc-11e8-b2ba-ac1f6b6435d0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
8248,449d4c8a-bbab-11e8-b2ba-ac1f6b6435d0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5152,2ae59902-bbae-11e8-b2ba-ac1f6b6435d0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
6026,31de8432-bbac-11e8-b2ba-ac1f6b6435d0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8334,4552b8b0-bba9-11e8-b2ba-ac1f6b6435d0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
19046,9d693818-bbc6-11e8-b2bc-ac1f6b6435d0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20342,a7faf0b4-bb99-11e8-b2b9-ac1f6b6435d0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
678,05f0cfd0-bbaa-11e8-b2ba-ac1f6b6435d0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30082,f7cc128a-bb99-11e8-b2b9-ac1f6b6435d0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
15036,7c7ac24e-bbc0-11e8-b2bb-ac1f6b6435d0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16155,85b7f6b4-bbc6-11e8-b2bc-ac1f6b6435d0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
26861,dd1f92f6-bbab-11e8-b2ba-ac1f6b6435d0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14904,7b7e3eb4-bbc2-11e8-b2bb-ac1f6b6435d0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16594,899a9612-bbbf-11e8-b2bb-ac1f6b6435d0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
26593,daf68f04-bb9a-11e8-b2b9-ac1f6b6435d0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
1771,0f0b1068-bbae-11e8-b2ba-ac1f6b6435d0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
21815,b406d674-bb9f-11e8-b2b9-ac1f6b6435d0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18867,9be94026-bba0-11e8-b2b9-ac1f6b6435d0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5838,30234312-bbbb-11e8-b2ba-ac1f6b6435d0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2386,13cbc5b4-bb9c-11e8-b2b9-ac1f6b6435d0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21525,b1abc726-bbaa-11e8-b2ba-ac1f6b6435d0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21039,adc968fa-bbac-11e8-b2ba-ac1f6b6435d0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25344,d0d9261e-bba2-11e8-b2b9-ac1f6b6435d0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
22814,bc32420c-bba9-11e8-b2ba-ac1f6b6435d0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21482,b157d03e-bba1-11e8-b2b9-ac1f6b6435d0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
30161,f86e1b26-bbb6-11e8-b2ba-ac1f6b6435d0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
652,05c41478-bbc2-11e8-b2bb-ac1f6b6435d0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
6586,36dd4b5a-bbaf-11e8-b2ba-ac1f6b6435d0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2888,181820de-bbbc-11e8-b2ba-ac1f6b6435d0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
8181,440d831a-bba2-11e8-b2b9-ac1f6b6435d0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9935,52cdf4a2-bbb6-11e8-b2ba-ac1f6b6435d0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
24717,cb995282-bba7-11e8-b2ba-ac1f6b6435d0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
27114,df27b7b8-bba6-11e8-b2ba-ac1f6b6435d0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4815,280f88c2-bba5-11e8-b2ba-ac1f6b6435d0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8697,4870f3ee-bb9b-11e8-b2b9-ac1f6b6435d0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
25262,d0328116-bba6-11e8-b2ba-ac1f6b6435d0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
13586,70b037a4-bb9e-11e8-b2b9-ac1f6b6435d0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6024,31d4ca82-bbc0-11e8-b2bb-ac1f6b6435d0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7832,412c52f2-bb9d-11e8-b2b9-ac1f6b6435d0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20507,a947e82a-bba6-11e8-b2ba-ac1f6b6435d0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
21289,afd8964e-bba6-11e8-b2ba-ac1f6b6435d0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22973,bd6a46ca-bbc6-11e8-b2bc-ac1f6b6435d0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
31020,ff71ef92-bbbb-11e8-b2ba-ac1f6b6435d0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
17522,90ccada4-bbc8-11e8-b2bc-ac1f6b6435d0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2994,190aeea0-bbb6-11e8-b2ba-ac1f6b6435d0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21648,b2b3dd04-bbb7-11e8-b2ba-ac1f6b6435d0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10849,5a435efc-bb9d-11e8-b2b9-ac1f6b6435d0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
766,06a53504-bbb1-11e8-b2ba-ac1f6b6435d0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
26717,dc12ada8-bba1-11e8-b2b9-ac1f6b6435d0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
1332,0b0884b0-bb9e-11e8-b2b9-ac1f6b6435d0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7861,416bf4a8-bbbf-11e8-b2ba-ac1f6b6435d0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8560,472ab89c-bbca-11e8-b2bc-ac1f6b6435d0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28705,ec884bb0-bbbb-11e8-b2ba-ac1f6b6435d0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30401,fa81dac0-bbc4-11e8-b2bc-ac1f6b6435d0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
10309,55dce0ce-bbb4-11e8-b2ba-ac1f6b6435d0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14770,7a6d33de-bb9c-11e8-b2b9-ac1f6b6435d0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25577,d2a14a26-bbac-11e8-b2ba-ac1f6b6435d0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21730,b36b9312-bb9f-11e8-b2b9-ac1f6b6435d0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8453,46339faa-bbb9-11e8-b2ba-ac1f6b6435d0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30090,f7e03e82-bba2-11e8-b2b9-ac1f6b6435d0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
20595,aa1d3d5c-bb99-11e8-b2b9-ac1f6b6435d0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
19733,a3120906-bbc7-11e8-b2bc-ac1f6b6435d0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
15058,7cb3fc42-bbc7-11e8-b2bc-ac1f6b6435d0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8650,47f84096-bbb6-11e8-b2ba-ac1f6b6435d0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
12092,6447ae5e-bbc9-11e8-b2bc-ac1f6b6435d0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3795,1f9baf7c-bb9b-11e8-b2b9-ac1f6b6435d0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23855,c4ac65ac-bbae-11e8-b2ba-ac1f6b6435d0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
16138,85a1d828-bbaf-11e8-b2ba-ac1f6b6435d0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
17708,927511ce-bb9a-11e8-b2b9-ac1f6b6435d0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
